OBJECTID,county,name,sector,address,phone,y,x,hours,website,additional,snap,wic,fm_senior,re_mat,re_num,re_lib_serves,re_type
584,Pike,Vesta Roberts Johnson Memorial Library,Library,"180 Highway 610 West Virgie, KY 41572",606-639-9839,37.347842,-82.592082,"Tues, Thurs, Fri 10-7, Sat 9-6",http://www.informationplace.org,N/A,N/A,N/A,N/A,N/A,N/A,"Ebooks, online career help, legal form database,genealogical services",
585,Pike,Lee Avenue Branch Library,Library,"126 Lee Avenue Pikeville, KY 41501",606-437-6001,37.501614,-82.535128,"Tues, Thurs, Fri 10-7, Sat 9-6",http://www.informationplace.org,N/A,N/A,N/A,N/A,N/A,N/A,"Ebooks, online career help, legal form database,genealogical services",
586,Pike,Pike County Extension,Cooperative Extension Offices,"148 Trivette Drive Pikeville, KY 41501",606-432-2534,37.48379,-82.515491,Mon-Fri 8-4:30,http://pike.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
587,Powell,Kroger - Stanton,Grocery,"179 W College Ave, Stanton, KY 40380",606-663-2873,37.84436,-83.861737,Everyday 7-10,https://www.kroger.com/stores/details/024/00411?cid=loc_02400411_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
588,Powell,Superior IGA,Grocery,"5669 Main St, Clay City, KY 40312",606-663-1500,37.865522,-83.940009,Everyday 7-9,https://www.facebook.com/SuperiorIGA/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
589,Powell,Save-a-Lot - Stanton,Grocery,"576 E College Ave, Stanton, KY 40380",606-663-5714,37.844827,-83.847417,Everyday 8-9,https://savealot.com/grocery-stores/stanton-40380-23614/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
590,Powell,Powell County Farmers' Market in Stanton,Farmers Market,"91 N Main St, Stanton, KY 40380",606-663-6405,37.844569,-83.858758,Seasonal,https://www.facebook.com/pages/category/Community-Organization/Powell-County-Farmers-Market-569811056469409/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
591,Powell,Powell County Farmers' Market in Clay City,Farmers Market,"Highway 15, Clay City, KY, 40312",606-663-6405,37.864927,-83.934141,Seasonal,https://www.facebook.com/pages/category/Community-Organization/Powell-County-Farmers-Market-569811056469409/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
592,Powell,Powell County Transfer Station,Recycling Centers,2479 Stanton Road Stanton KY 40380,606-481-9474,37.838728,-83.89572,Mon-Fri 7:30- 5,N/A,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), NONFE, OCC, OPMIX, WHITE, ONP",8,Dropoff,Government facility
593,Powell,Powell County Child Support,Family Services,"565 Washington St, Stanton, KY 40380",606-663-6424,37.853153,-83.859838,Mon-Fri 8-4:30,https://powellcounty.ky.gov/department/Pages/child-support.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
594,Powell,Cabinet for Families & Children - Stanton,Family Services,"124 N Main St, Stanton, KY 40380",606-663-2293,37.847233,-83.857888,Mon-Fri 8-4:30,chfs.ky.gov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
595,Powell,Powell County Public Library,Library,725 Breckenridge Street Stanton KY 40380-2018,606-663-4511,37.852714,-83.86086,"Mon-Tues 9-7, Wed 9-5, Thurs 9-7, Fri 9-5, Sat 10-3",http://www.pcplky.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, copy services, Ancestry.com, family/adult/teen/children programs, bookmobile and outreach services",
596,Powell,Powell County Extension,Cooperative Extension Offices,"169 Maple Street Stanton, KY 40380",606-663-6405,37.853977,-83.859464,"Mon-Fri 8-4:30, closed daily 12-1",http://powell.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
597,Pulaski,"Kroger - Hwy 27, Somerset",Grocery,"181 S Hwy 27, Somerset, KY 42501",606-678-5147,37.090977,-84.619231,Everyday 7-10,https://www.kroger.com,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
598,Pulaski,Walmart Supercenter - Somerset,Grocery,"177 Washington Dr, Somerset, KY 42501",606-679-9204,37.068394,-84.622848,Everyday 6-11pm,https://www.walmart.com/store/689/somerset-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
599,Pulaski,"Kroger - Stonegate Center, Somerset",Grocery,"50 Stonegate Center, Somerset, KY 42501",606-678-0202,37.058293,-84.625266,Everyday 7-10,https://www.kroger.com/stores/details/024/00745?cid=loc_02400745_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
600,Pulaski,IGA - Somerset,Grocery,"470 E, KY-80, Somerset, KY 42501",606-677-2409,37.100903,-84.614031,Everyday 7-11pm,https://www.myiga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
601,Pulaski,"Save-a-Lot - 1114 US-27, Somerset",Grocery,"1114 N US-27, Somerset, KY 42503",606-678-4669,37.109297,-84.620507,Everyday 8-9,https://savealot.com/grocery-stores/somerset-42503-24737/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
602,Pulaski,"Save-a-Lot - 5194 US-27, Somerset",Grocery,"5194 S Hwy 27, Somerset, KY 42501",606-679-4131,37.020119,-84.626515,Everyday 8-9,https://savealot.com/grocery-stores/somerset-42501-24736/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
603,Pulaski,Aldi - Somerset,Grocery,"4105 S Hwy 27 S, Somerset, KY 42501",855-955-2534,37.036138,-84.628136,Everyday 9-8,https://www.aldi.us/en/weekly-specials/our-weekly-ads/,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
604,Pulaski,Crossroads IGA,Grocery,"1830 KY-80, Somerset, KY 42501",606-678-5962,37.109297,-84.620507,Everyday 6-11pm,https://www.myiga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
605,Pulaski,Hillside Pantry,Grocery,"2020 Etna Rd, Eubank, KY 42567",606-423-1000,37.216768,-84.670345,Mon-Sat 9:30-5,https://www.hillsidepantryeubank.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
606,Pulaski,J&J Farm Produce and Deli,Grocery,"476 Parkers Mill Rd, Somerset, KY 42501",606-485-2420,37.040567,-84.619311,"Mon-Fri 9-6, Sat 9-2",https://www.facebook.com/jjfarmproduce,N/A,No,No,N/A,N/A,N/A,N/A,N/A
607,Pulaski,Burnett Farms,Farm,"925 Parkers Mill Rd, Somerset, KY 42501",606-451-9315,37.04192,-84.609941,Seasonal,https://www.facebook.com/5farm/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
608,Pulaski,Hail's Farm,Farm,"3115 Hwy 461 Somerset, Kentucky 42503",606-274-0011,37.196875,-84.46683,Seasonal,https://www.facebook.com/pages/category/Fruit---Vegetable-Store/Hails-Farm-574037332607189/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
609,Pulaski,The Market on Main,Produce Market,"3661 S Hwy 27 suite c, Somerset, KY 42501",606-677-6725,37.047944,-84.626474,"Mon-Sat 10-6, Sun 12-5",https://www.facebook.com/pg/MarketOnMainKY/posts/?ref=page_internal,N/A,No,Yes,Yes,N/A,N/A,N/A,N/A
610,Pulaski,Haney's Appledale Farm,Farm,"8350 W Highway 80 Nancy, Kentucky 42544",606-636-6148,37.047944,-84.626474,Seasonal,https://www.facebook.com/haneysfarm/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
611,Pulaski,Pulaski Growers Farmers' Market,Farmers Market,"East Mt Vernon St Somerset, Kentucky 42501",606-305-6647,37.092701,-84.601822,Seasonal,https://www.facebook.com/Pulaski-Growers-Farmers-Market-654606937940884/,N/A,No,No,yes,N/A,N/A,N/A,N/A
612,Pulaski,Somerset Farmers' Market,Farmers Market,4150 South Hwy 27 Somerset KY 42501,606-679 6361,37.036482,-84.626042,Seasonal,https://www.facebook.com/Somerset-Farmers-Market-219538324723901/,N/A,No,No,yes,N/A,N/A,N/A,N/A
613,Pulaski,Kentucky South Recycling,Recycling Centers,1025 Liberty Road Eubank KY 42567,606-379-0568,37.306968,-84.528149,N/A,N/A,N/A,N/A,N/A,N/A,"PL( HDPE, PS, PP, LDPE), OCC",2,"Dropoff, broker",Government facility
614,Pulaski,Midstate Auto,Recycling Centers,1106 Govers lane Ferguson KY 42533,606-679-4339,37.069312,-84.58841,N/A,N/A,Auto salvage,N/A,N/A,N/A,"AL, FE, NONFE, ST CANS",4,"Dropoff, broker",Commercial recycler
615,Pulaski,Pulaski Regional Recycling Center,Recycling Centers,218 W HWY 80 Somerset KY 42503,606-677-0320,37.092129,-84.623936,N/A,http://pcgovt.com/solid-waste-and-recycling/,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), FE, NONFE, OCC, CARBAT, OPMIX, OPSORT, ST CANS, ONP, UO, ESCRAP, MRP, EGC",14,Dropoff,Government facility
616,Pulaski,"Somerset Recycling Services, Inc",Recycling Centers,1 Recycle Way Somerset KY 42502,606-274-4170,37.092129,-84.623936,Mon-Fri 7-9,http://www.somerset-recycling.com/,Shipping hours Mon-Fri. 7:00-4:00.,N/A,N/A,N/A,"PL( HDPE, PET, PS, PP, PVC, LDPE, OTHER), OCC",2,"Handler, process, dropoff, broker",Commercial recycler
617,Pulaski,"Somerset Scrap Metal, Inc. AKA River Metals",Recycling Centers,905 Crane Road Ferguson KY 42553,606-679-2448,37.092129,-84.623936,N/A,http://www.rmrecycling.com/locations/somerset/,Scrap metal dealer,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT, ST CANS, UO",6,"Dropoff, broker",Commercial recycler
618,Pulaski,Walmart Supercenter - Somerset,Recycling Centers,177 Washington Drive Somerset KY 42502,606-679-9204,37.068515,-84.623056,N/A,N/A,N/A,N/A,N/A,N/A,CARBAT,1,"Dropoff, other",Automotive Service
619,Pulaski,Social Security Office - Somerset,Family Services,"3975 S HIGHWAY 27 SOMERSET, KY 42501",800-772-1213,37.037879,-84.628441,Mon-Fri 8-4:30,socialsecurity.gov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
620,Pulaski,Pulaski County Child Support,Family Services,"100 N Main St, Somerset, KY 42501",606-679-4449,37.092348,-84.604954,Mon-Fri 9-4:30,http://pulaskicountyattorney.com/child-support/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
621,Pulaski,DCBS Social Services Office,Family Services,"67 Eagle Creek Dr, Somerset, KY 42503",855-306-8959,37.0920097,-84.636919,Mon-Fri 8-4:30,chfs.ky.gov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
622,Pulaski,United Way - South Central KY,Community Services,"208 E Mt Vernon St, Somerset, KY 42501",606-679-2974,37.092622,-84.603288,N/A,https://www.unitedway.org/local/united-states/kentucky/united-way-of-south-central-kentucky,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
623,Pulaski,Broadening Horizons Inc,Community Services,"176 Enterprise Dr # 3, Somerset, KY 42501",606-679-1173,37.034595,-84.622261,Mon-Fri 8-5,http://broadeninghorizonsky.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
624,Pulaski,Independent Opportunities Comm,,"90 Southern School Rd, Somerset, KY 42501",606-676-0630,37.038229,-84.62276,N/A,http://independentopportunities.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
625,Pulaski,American Cancer Society - Somerset,Community Services,"402 Coomer St # 102, Somerset, KY 42503",606-679-6143,37.081109,-84.618115,N/A,https://www.facebook.com/CANHELPCASEMANAGEMENT/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
626,Pulaski,Can Help Inc,Family Services,"428 Enterprise Dr, Somerset, KY 42501",606-676-0545,37.031464,-84.620245,Mon-Fri 9-4,https://www.facebook.com/CANHELPCASEMANAGEMENT/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
627,Pulaski,Kentucky Career Center - Somerset,Career Services,"410 E. Mount Vernon Somerset, KY 42502",606-677-4124,37.09437,-84.599793,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
628,Pulaski,Office for Children with Special Health Care Needs - Somerset,Family Services,"Professional Plaza 401 Bogle St., Suite 104 Somerset, KY 42503",606-678-4454,37.085738,-84.623003,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
629,Pulaski,Burnside Branch Library,Library,85 East French Avenue Burnside KY 42519,606-561-5287,36.990141,-84.598954,"Mon 10-5, Tues 12-7, Wed 10-5, Thurs 12-7, Fri 10-5,  Sat 9-12",http://www.pulaskipublicLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, notary services, book-a-librarian, passport services, bookmobile and outreach services",
630,Pulaski,Nancy Branch Library,Library,Mills Spring Plaza Nancy KY 42544,606-636-4241,37.1305829,-84.8783297,"Mon 10-5, Tues 12-7, Wed 10-5, Thurs 12-7, Fri 10-5,  Sat 9-12",http://www.pulaskipublicLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, notary services, book-a-librarian, passport services, bookmobile and outreach services",
631,Pulaski,Pulaski County Public Library,Library,304 South Main Street Somerset KY 42501,606-679-8401,36.990141,-84.598954,"Mon-Fri 9-7, Sat 9-5",http://www.pulaskipublicLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, notary services, book-a-librarian, passport services, bookmobile and outreach services",
632,Pulaski,Science Hill Branch Library,Library,215 Main Street Science Hill KY 42553,606-423-4221,37.176777,-84.635128,"Mon 10-5, Tues 12-7, Wed 10-5, Thurs 12-7, Fri 10-5,  Sat 9-12",http://www.pulaskipublicLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, notary services, book-a-librarian, passport services, bookmobile and outreach services",
633,Pulaski,Shopville Branch Library,Library,144 Shopville Road Somerset KY 42503,606-274-1671,37.159109,-84.484018,"Mon 10-5, Tues 12-7, Wed 10-5, Thurs 12-7, Fri 10-5,  Sat 9-12",http://www.pulaskipublicLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Meeting rooms, notary services, book-a-librarian, passport services, bookmobile and outreach services",
634,Pulaski,Pulaski County Extension,Cooperative Extension Offices,"28 Parkway Dr. Somerset, KY 42502",606-679-6361,37.091885,-84.637811,Mon-Fri 8-4:30,http://pulaski.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
635,Rockcastle,IGA - Mt Vernon,Grocery,"305 US-150, Mt Vernon, KY 40456",606-256-2514,37.351835,-84.345337,Everyday 8-8,https://www.mtvernoniga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
636,Rockcastle,Save-a-Lot - Mt Vernon,Grocery,"910 W Main St, Mt Vernon, KY 40456",606-256-9810,37.359881,-84.354129,"Mon-Sat 8-9, Sun 12-6",https://savealot.com/grocery-stores/mt-vernon-40456-23520/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
637,Rockcastle,Hilltop Produce - Mt. Vernon,Grocery,"1174 S Wilderness Rd, Mt Vernon, KY 40456",606-256-3773,37.347299,-84.320194,Mon-Sat 9-5,https://www.facebook.com/Hilltop-Produce-Garden-Center-956398751058005/,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A
638,Rockcastle,Rockcastle Farmer's Market,Farmers Market,"120 Richmond Street Mount Vernon, Kentucky 40456",606-308-2418,37.354698,-84.339916,Seasonal,https://www.facebook.com/RockcastleFarmersMarket/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
639,Rockcastle,Eastern Kentucky Recycling - Mt. Vernon,Recycling Centers,937 South Wilderness Rd. Mount Vernon KY 40456,606-355-2322,37.3480447,-84.3269155,N/A,www.easternkentuckyrecycling.com,"Markets to: KY, TN, IN. Email: ekrdchesnut@gmail.com",N/A,N/A,N/A,"FE, NONFE",2,"Dropoff, broker",Commercial recycler
640,Rockcastle,Rockcastle County Recycling Center,Recycling Centers,2528 South Wilderness Road Mount Vernon KY 40456,606-256-1902,37.339914,-84.3022642,N/A,http://www.rockcastlecountyky.com/,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), FE, NONFE, OCC, CARBAT, OPMIX, OPSORT, ST CANS, WHITE, ONP, UO, ESCRAP, MRP",14,Dropoff,Government facility
641,Rockcastle,"Cabinet for Health and Family Services, Rockcastle County Protection & Permanency",Family Services,"125 W Main St, Mt Vernon, KY 40456",606-256-2138,37.354097,-84.342427,Mon-Fri 8-4:30,https://kentucky.gov/health/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
642,Rockcastle,Daniel Boone Community Action Agency - Mt. Vernon,Community Services,"105 East Main Street, Box 7 Mt. Vernon, KY 40456",606-256-5315,37.353114,-84.339397,Mon-Fri 8-4:30,http://danielboonecaa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
643,Rockcastle,Rockcastle County Public Library,Library,60 Ford Drive Mount Vernon KY 40456-2148,606-256-2388,37.350156,-84.33607,"Mon - Fri 9:30-6, Sat 9:30-2",http://www.rockcastleLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, bookmobile, ebooks, copy services, children programs",
644,Rockcastle,Rockcastle County Extension,Cooperative Extension Offices,"1050 West Main St. Mount Vernon, KY 40456",606-256-2403,37.360374,-84.356866,"Mon-Fri 8-4:30, closed daily 12-1",http://rockcastle.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
645,Rowan,Allen's IGA,Grocery,"224 Plaza Morehead, KY 40351",606-784-4311,38.180012,-83.435958,"Mon-Tues 6:30-10, Wed 6:30-9, Thurs-Sun 6:30-10",https://allens.iga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
646,Rowan,Save-a-Lot - Morehead,Grocery,"303 Lee Clay Ave, Morehead, KY 40351",606-784-6536,38.168727,-83.437601,Everyday 9-9,https://savealot.com/grocery-stores/morehead-40351-23817/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
647,Rowan,Kroger - Morehead,Grocery,"300 Trademore Center, Morehead, KY 40351",606-784-7529,38.191833,-83.484975,Everyday 7-10,https://www.kroger.com/stores/details/024/00734?cid=loc_02400734_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
648,Rowan,Walmart Supercenter - Morehead,Grocery,"200 Walmart Way, Morehead, KY 40351",606-784-3262,38.201163,-83.481412,Everyday 6-11pm,https://www.walmart.com/store/1139/morehead-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
649,Rowan,Arnett Family Farms,Produce Market,"1575 Moores School Rd, Morehead, KY 40351",740-395-7018,38.170748,-83.542247,Mon-Fri 8-5,https://www.facebook.com/arnettfamilyfarms,N/A,No,No,N/A,N/A,N/A,N/A,N/A
650,Rowan,Rowan County Farmers Market,Farmers Market,"201 Rowan Street Morehead, KY 40351",606-784-5457,38.183569,-83.431502,Seasonal,https://www.facebook.com/rowancountyfarmersmarket/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
651,Rowan,Advance Disposal Local Sanitation Landfill,Recycling Centers,300 Old Phelps Road Morehead KY 40351,606-784- 6544,38.184643,-83.551022,N/A,N/A,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, ST CANS, ONP",5,Curbside,Commercial recycler
652,Rowan,Caudill's Recycling,Recycling Centers,11445 Cranston Rd Morehead KY 40351,606-784-4077,38.338585,-83.404845,"Mon-Fri. 8-5, Sat. 8-1",N/A,"Call for material requirements. Must separate all items. Accepts alternators, starters, transmissions (pan and fluid must be removed.)",N/A,N/A,N/A,"AL, FE, NONFE, CARBAT, ST CANS",5,"Handler, dropoff, broker",Commercial recycler
653,Rowan,Henry's Recycling,Recycling Centers,2155 Cranston Rd Morehead KY 40351,606-784-2464,38.230298,-83.460379,"Mon- Fri 9-5, Sat 9-12",https://henrysrecycling.com/,N/A,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT, ST CANS",5,"Dropoff, broker",Commercial recycler
654,Rowan,Morehead Rowan Community Recycling Center,Recycling Centers,325 Triplett Street Morehead KY 40351,606-784-1250,38.230298,-83.460379,"Mon-Fri 8:30-4:30, Sat 9:30-1:30",https://moreheadrecycling.org/,"Also accepts grocery bags, shrink-wrap, magazines, books, and paperboard.",N/A,N/A,N/A,"GL, AL, PL( HDPE, PET, PP, LDPE), OCC, OPMIX, OPSORT, ST CANS, ONP, UO, ESCRAP, MRP",11,"Handler, process, dropoff",Government facility
655,Rowan,Social Service Department - Morehead,Family Services,"511 Hecks Plaza Dr, Morehead, KY 40351",606-784-4178,38.191565,-83.475272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
656,Rowan,Rowan County Child Support,Family Services,"600 W Main St #148, Morehead, KY 40351",606-784-2225,38.1751439,-83.4388737,Mon-Fri 8-5,https://childsupportoffice.us/kentucky-child-support-offices/morehead-ky-child-support-and-social-service-office/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
657,Rowan,Community Action Agency - Morehead,Community Services,"136 Lee Ave # E, Morehead, KY 40351",606-784-7735,38.189168,-83.427715,Mon-Fri 8-4:30,http://gatewaycaa.org/locations/rowan-county/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
658,Rowan,Christian Social Services - Morehead,Community Services,"1446 E Main St, Morehead, KY 40351",606-784-5329,38.197455,-83.411683,N/A,http://www.christiansocialservices.org/index.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
659,Rowan,Family Resource Center - Morehead,Family Services,"91 Christy Creek Rd, Morehead, KY 40351",606-784-9211,38.196274,-83.411007,Mon-Fri 8-3:30,https://www.rowan.kyschools.us/5/Content2/78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
660,Rowan,Gateway Children's Advocacy Center,Family Services,"310 E Main St, Morehead, KY 40351",606-780-7848,38.185144,-83.43222,Mon-Fri 9-5,https://www.gatewaycac.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
661,Rowan,Kentucky Career Center - Morehead,Career Services,"1225 US 60W, Suite 106 Morehead, KY 40351",606-783-8525,38.166188,-83.443591,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
662,Rowan,Office for Children with Special Health Care Needs - Morehead,Family Services,"214 W. First St. Morehead, KY 40351",606-783-8610,38.179112,-83.434853,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
663,Rowan,Rowan County Public Library,Library,175 Beacon Hill Drive Morehead KY 40351,606-784-7137,38.186577,-83.479513,"Mon-Thurs 9-8, Fri-Sat 9-5, Sun 1-5",http://www.rowancountyLibrary.org/,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, meeting rooms, notary services, genealogy room,",
664,Rowan,Rowan County Extension,Cooperative Extension Offices,"600 West Main Street Morehead, KY 40351",606-784-5457,38.175578,-83.438789,"Mon-Fri 8-4:30, closed daily 12-1",http://rowan.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
665,Russell,Price Less Foods - Russell Springs,Grocery,"2453 Lakeway Dr, Russell Springs, KY 42642",270-866-3507,37.067443,-85.07305,"Mon-Sat 7-9, Sun 7-8",https://www.mypricelessfoods.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
666,Russell,Kroger - Russell Springs,Grocery,"181 S, US-127, Russell Springs, KY 42642",606-325-8911,37.061732,-85.071294,Everyday 7-10,https://www.kroger.com/stores/details/029/00796?cid=loc_02900796_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
667,Russell,Save-a-Lot Russell Springs,Grocery,"238 E W Steve Wariner Dr, Russell Springs, KY 42642",270-866-2992,37.065121,-85.075258,"Mon-Sat 8-8, Sun 8-6",https://savealot.com/grocery-stores/russell-springs-42642-45170/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
668,Russell,Fruit Market - Russell Springs,Grocery,"2408 US-127, Russell Springs, KY 42642",270-866-5250,37.03184,-85.075608,Mon-Sat 8-5,https://www.facebook.com/pages/category/Deli/Fruit-Market-924650924327340/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
669,Russell,Farmers Produce Inc,Produce Market,"479 Lakeway Dr, Russell Springs, KY 42642",270-866-5556,37.043985,-85.081213,Mon-Sat 9-4,https://www.facebook.com/pages/category/Local-Business/Farmers-Produce-416014002151677/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
670,Russell,French Valley Farms,Farms,1842 N Main St Jamestown KY 42629,270-566-1757,36.998052,-85.071609,Seasonal,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A
671,Russell,Russell County Farmers Market,Farmers Market,"2688 S. Hwy 127 Russell Springs, KY 42642",270-866-4477,37.02787,-85.076488,Seasonal,https://russell.ca.uky.edu/content/russell-county-farmers-market,N/A,No,No,Yes,N/A,N/A,N/A,N/A
672,Russell,Morgan's Sanitation,Recycling Centers,2449 US-127 #1 Russell Springs KY 42642,270-866-4774,37.031494,-85.077,N/A,http://www.morgansanitationinc.com/,N/A,N/A,N/A,N/A,OCC,1,Dropoff,Commercial recycler
673,Russell,Russell Co. Recycling Facility,Recycling Centers,199 Landfill Road Russell Springs KY 42642,270-585-1416,37.037956,-85.061021,Mon-Fri 7:30-3:30,N/A,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), OCC, OPMIX, OPSORT, ST CANS, WHITE, ONP, MRP",10,Dropoff,Government facility
674,Russell,Social Service Deparment - Russell Springs,Family Services,104 Monument Square Russell Springs KY 42642,270-343-5544,36.984535,-85.062248,Mon-Fri 8-4,https://childsupportoffice.us/kentucky-child-support-offices/russell-springs-ky-child-support-and-social-service-office/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
675,Russell,Lake Cumberland Community Action - Jamestown,Community Services,"23 Industry Dr Jamestown, KY 42629",270-343-4565,37.003971,-85.074532,N/A,http://www.lc-caa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
676,Russell,Human Resources Department - Jamestown,Family Services,"Courthouse, Jamestown, KY 42629",270-343-3220,36.984969,-85.062536,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
677,Russell,Habitat for Humanity - Russell Springs,Community Services,"338 Main St, Russell Springs, KY 42642",270-866-6690,37.058367,-85.083943,N/A,https://www.habitat.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
678,Russell,Community-Based Services - Jamestown,Community Services,"100 S Main St, Jamestown, KY 42629",270-343-3196,36.982812,-85.062085,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
679,Russell,Youth Service Center - Russell Springs,Community Services,"2258 US-127, Russell Springs, KY 42642",270-866-8822,37.034324,-85.073998,Mon-Fri 10-2,https://www.russell.k12.ky.us/Content2/222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
680,Russell,Kentucky Career Center - Russell Springs,Career Services,"2384 Lakeway Drive Russell Springs, KY 42642",270-866-8435,37.066688,-85.072916,Mon-Fri 8-4,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
681,Russell,"Lake Cumberland Area Development District, Inc - Russell Springs",Community Services,"2384 Lakeway Dr, Russell Springs, KY 42642",270-866-4200,37.066688,-85.072916,Mon-Fri 8-4,lcadd.org,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
